Salutation,First Name,Last Name,Company,Title,Email,Phone,Mobile,Fax,Website,Lead Source,Industry,Lead Status,Rating,No. of Employees,Annual Revenue,Street,City,State/Province,Zip/Postal Code,Country,Product Interest,Current Generator(s),SIC Code,Primary,Number of Locations,Description
Dr.,Ava,Brown,ABrown Holdings Pty Ltd,COO,ava.brown@abrownholdings.com,+44 911762146,,,,Phone Inquiry,,Working - Contacted,Warm,,,105 Via Roma,Melbourne,,,Australia,GC1000 series,,,,,
,Priya,Sharma,Sharma Technologies Ltd.,Operations Manager,priya.sharma@sharmatechnologies.com,,+243 396255089,,,,,Open - Not Contacted,Hot,500,500000,,Chennai,,600001,India,,,,,,
Mrs.,Jack,Wilson,JWilson Enterprises Ltd.,Purchasing Manager,jack.wilson@jwilsonenterprises.com,+133 545843284,,,,Phone Inquiry,Machinery,Open - Not Contacted,Warm,,,,Calgary,,T2P 1J9,Canada,,Other Corp X100,,,20,
Mrs.,Michael,Anderson,Anderson Solutions Inc.,Head of Procurement,michael.anderson@andersonsolutions.com,+580 332814819,+625 793176117,,,Phone Inquiry,Government,Open - Not Contacted,Hot,,,,Phoenix,,85001,United States,,,,No,10,
Prof.,Ricardo,Ortiz,Ortiz Holdings S.C.,,ricardo.ortiz@ortizholdings.com,+547 948595265,,,,Partner Referral,Entertainment,Open - Not Contacted,,50,,239 Innovation Drive,Mexico City,,01000,Mexico,GC1020 series,,,No,,
,Nadege,Kouame,NKouame Holdings SA,,,+764 770103323,+562 443738434,,,Other,Engineering,Open - Not Contacted,,,,36 Boulevard Central,Yamoussoukro,,20000,Cote d'Ivoire,GC1020 series,,,No,,
,Luis,Chavez,Chavez Technologies S.C.,CTO,luis.chavez@chaveztechnologies.com,+575 421007045,+190 294669760,,,,Food & Beverage,Open - Not Contacted,Cold,,,,Monterrey,,64000,Mexico,GC1020 series,Competitor Y200,,No,,Follow up after product demo webinar.
,Christelle,Yao,Yao Energy SA,Supply Chain Manager,christelle.yao@yaoenergy.com,+739 137281556,,,https://www.yaoenergy.com,Web,,Open - Not Contacted,Cold,,,77 Business Park Way,,,,Cote d'Ivoire,,,,,,
Mrs.,Emma,MacDonald,EMacDonald Innovations Inc.,President,emma.macdonald@emacdonaldinnovations.com,,,,,Phone Inquiry,Agriculture,Open - Not Contacted,,,,168 Hauptstrasse,,,M5H 2N2,Canada,,Competitor Y200,,No,,
Ms.,Grace,Ryan,GRyan Services Pty Ltd,Sales Director,grace.ryan@gryanservices.com,,,,https://www.gryanservices.com,Purchased List,,Open - Not Contacted,Warm,,,213 Market Street,Brisbane,,4000,Australia,,,,Yes,,
Ms.,Kavita,Verma,Verma International Pvt. Ltd.,Procurement Director,,,,,https://www.vermainternational.com,,Transportation,Open - Not Contacted,Cold,80,,,Delhi,,110001,India,,,,No,,
,Isabella,Martin,IMartin Enterprises Inc.,General Manager,,,,,,,Manufacturing,Open - Not Contacted,,25,,118 Rue de la Paix,Calgary,,T2P 1J9,Canada,GC5000 series,,,Yes,5,Referred by an existing customer.
,Robert,Johnson,RJohnson Technologies LLC,Head of Procurement,robert.johnson@rjohnsontechnologies.com,+280 478765957,+441 248016697,,,Partner Referral,Retail,Open - Not Contacted,Hot,50,,31 Rue de la Paix,Phoenix,,85001,United States,,,,,,
Mr.,Lucas,Bouchard,LBouchard Energy Ltd.,Owner,lucas.bouchard@lbouchardenergy.com,+323 872730696,+640 393787448,,https://www.lbouchardenergy.com,,Hospitality,Open - Not Contacted,,,,156 Main Street,Ottawa,,,Canada,,GC800 series,,,,
Dr.,Elizabeth,Moore,Moore Global LLC,Facilities Manager,elizabeth.moore@mooreglobal.com,,,,,Other,Retail,Open - Not Contacted,,250,10000000,98 Park Lane,Chicago,,,United States,GC1020 series,,1317,,5,Requested a quote via website contact form.
Mr.,Mia,Cote,MCote Holdings Ltd.,IT Director,,,+528 868369685,+289 126314358,,Web,,Open - Not Contacted,,,,46 Commerce Blvd,Toronto,,M5H 2N2,Canada,,,,No,1,
,John,Martinez,JMartinez Technologies Inc.,,john.martinez@jmartineztechnologies.com,+574 793303777,,,https://www.jmartineztechnologies.com,Phone Inquiry,,Open - Not Contacted,Warm,,,202 Main Street,Houston,,77001,United States,GC1020 series,,,,2,
Prof.,Kavita,Patel,Patel Consulting Pvt. Ltd.,,,,,,https://www.patelconsulting.com,Other,,Open - Not Contacted,,,,,Chennai,,600001,India,GC5000 series,,,,,Inbound inquiry about maintenance contracts.
,Thomas,Jones,Jones Global Corp.,,thomas.jones@jonesglobal.com,+103 754331259,,,,Other,,Open - Not Contacted,,,,,San Diego,,92101,United States,GC1000 series,,,,,Referred by an existing customer.
Mr.,Charles,Taylor,CTaylor Systems Corp.,Managing Director,charles.taylor@ctaylorsystems.com,,,,https://www.ctaylorsystems.com,Other,,Open - Not Contacted,,,,,Dallas,,75201,United States,GC1020 series,,,,,
Ms.,Gabriel,Pereira,Pereira Technologies S.A.,Sales Director,gabriel.pereira@pereiratechnologies.com,+773 783862129,,,,,,Open - Not Contacted,,,,,Curitiba,,80000-000,Brazil,GC1000 series,,,No,10,
Mr.,Luis,Chavez,LChavez Systems S.A. de C.V.,,luis.chavez@lchavezsystems.com,+136 571854927,+461 493033289,,https://www.lchavezsystems.com,,Insurance,Open - Not Contacted,,,,2 Market Street,Mexico City,,01000,Mexico,,GC1000 series (old model),,No,2,
Dr.,Emma,Martin,EMartin Consulting Ltd.,,emma.martin@emartinconsulting.com,+132 627921592,,,https://www.emartinconsulting.com,Purchased List,,Open - Not Contacted,Warm,,,156 Market Street,Toronto,,M5H 2N2,Canada,,,,,,Follow up after product demo webinar.
Mrs.,Fernanda,Lima,FLima Consulting Ltda.,Plant Manager,fernanda.lima@flimaconsulting.com,+210 888081032,,,,Phone Inquiry,Manufacturing,Open - Not Contacted,,,,70 Zone Industrielle,Curitiba,,80000-000,Brazil,GC1000 series,,,,2,
Prof.,Benjamin,Roy,Roy Partners Ltd.,Owner,benjamin.roy@roypartners.com,+335 615138845,+742 261259494,,,Partner Referral,Apparel,Open - Not Contacted,,12,,,Calgary,,,Canada,,,,,20,Expressed interest during cold call.
Dr.,Nancy,Hernandez,Hernandez International LLC,Facilities Manager,nancy.hernandez@hernandezinternational.com,,+362 116783418,,,,,Open - Not Contacted,,,,,Phoenix,,85001,United States,,Competitor Y200,,No,,Inbound inquiry about maintenance contracts.
,Joseph,Thomas,Thomas Innovations LLC,,joseph.thomas@thomasinnovations.com,+173 632718459,+560 834702473,,,Web,Chemicals,Open - Not Contacted,Hot,,,39 Rue de la Paix,Houston,,77001,United States,,,,,10,Attended regional partner event.
Mrs.,Anil,Shah,Shah Technologies Ltd.,Facilities Manager,anil.shah@shahtechnologies.com,,,,https://www.shahtechnologies.com,Phone Inquiry,,Working - Contacted,,,250000,,Delhi,,110001,India,GC3000 series,Other Corp X100,,,2,
Dr.,Lucas,Pereira,LPereira Energy Ltda.,Head of Procurement,lucas.pereira@lpereiraenergy.com,+32 659711575,+242 876016435,,https://www.lpereiraenergy.com,Purchased List,,Open - Not Contacted,Hot,2500,,,Curitiba,,,Brazil,GC1020 series,,3488,,1,Looking to replace aging equipment fleet.
Mrs.,Sophia,Roy,SRoy Enterprises Inc.,,sophia.roy@sroyenterprises.com,,+432 854924348,,,Partner Referral,Transportation,Open - Not Contacted,Hot,,,,Ottawa,,,Canada,GC3000 series,,,Yes,,
Dr.,Nancy,Wilson,Wilson Corp LLC,Facilities Manager,nancy.wilson@wilsoncorp.com,+62 369002851,,,https://www.wilsoncorp.com,Partner Referral,,Open - Not Contacted,,120,,120 Main Street,Los Angeles,,90001,United States,GC1020 series,,,,,
Ms.,Noah,MacDonald,NMacDonald Enterprises Ltd.,Facilities Manager,noah.macdonald@nmacdonaldenterprises.com,+268 734094492,+699 924284867,,https://www.nmacdonaldenterprises.com,Web,,Open - Not Contacted,,120,5000000,168 Bahnhofstrasse,Calgary,,T2P 1J9,Canada,,GC1000 series (old model),,No,,
Ms.,Sofia,Martinez,SMartinez Industries S.A. de C.V.,Procurement Director,,+463 626299272,,,,Purchased List,,Open - Not Contacted,,,250000,,Guadalajara,,44100,Mexico,,,,Yes,5,
Dr.,Gustavo,Ribeiro,Ribeiro Solutions Ltda.,,gustavo.ribeiro@ribeirosolutions.com,,,,https://www.ribeirosolutions.com,Phone Inquiry,,Open - Not Contacted,,,,107 Avenue Foch,Rio de Janeiro,,20000-000,Brazil,GC3000 series,None,,,,Looking to replace aging equipment fleet.
,Sofia,Perez,Perez Power S.C.,,sofia.perez@perezpower.com,,,,https://www.perezpower.com,Purchased List,,Working - Contacted,,,,,Monterrey,,64000,Mexico,GC3000 series,GC500 series,4081,No,5,
Ms.,Jessica,Brown,JBrown Logistics LLC,,,+828 974893936,,,,Phone Inquiry,,Open - Not Contacted,Warm,500,,127 Park Lane,San Antonio,,,United States,GC3000 series,,,Yes,,
,David,Martin,Martin Energy Corp.,Buyer,david.martin@martinenergy.com,+947 694183695,+451 272937522,,https://www.martinenergy.com,Web,Chemicals,Open - Not Contacted,,120,,,,,90001,United States,GC1000 series,,,,,
Mrs.,Elizabeth,Wilson,Wilson Corp Inc.,,elizabeth.wilson@wilsoncorp.com,+60 965388634,,,https://www.wilsoncorp.com,Phone Inquiry,Communications,Open - Not Contacted,,50,5000000,,Austin,,,United States,,,,,,
Mr.,Marie,Girard,MGirard Partners SAS Nice,IT Director,marie.girard@mgirardpartnersnice.com,+793 681848779,,,https://www.mgirardpartners.com,Partner Referral,Construction,Open - Not Contacted,,,,,Nice,,06000,France,GC3000 series,,,Yes,,
Ms.,Susan,Williams,Williams Solutions LLC,,susan.williams@williamssolutions.com,+850 937804191,,,https://www.williamssolutions.com,,,Open - Not Contacted,Hot,,,222 Rue de la Paix,Chicago,,,United States,,Other Corp X100,7897,Yes,,
Dr.,Mary,Anderson,Anderson Power LLC,General Manager,mary.anderson@andersonpower.com,,+352 232059232,,,Other,Technology,Open - Not Contacted,Warm,,5000000,158 Church Road,San Antonio,,78201,United States,GC3000 series,,,Yes,,
Dr.,Lisa,Gonzalez,LGonzalez Systems Inc.,Operations Manager,,,,,https://www.lgonzalezsystems.com,Purchased List,,Open - Not Contacted,,,,,San Diego,,92101,United States,GC5000 series,,,No,,
Prof.,Karen,Martinez,Martinez Services Inc.,Managing Director,karen.martinez@martinezservices.com,+53 574119726,+67 776001106,+645 130364454,https://www.martinezservices.com,Partner Referral,Food & Beverage,Open - Not Contacted,,,,134 Bahnhofstrasse,Austin,,,United States,,,,,,
,Fernanda,Santos,Santos Corp S.A.,IT Director,fernanda.santos@santoscorp.com,+989 273688669,,,,,,Open - Not Contacted,,80,,,Sao Paulo,,01000-000,Brazil,GC5000 series,GC1000 series (old model),,No,1,
,Rafael,Gomes,Gomes Systems Ltda.,COO,rafael.gomes@gomessystems.com,+837 381666002,+474 959517025,,https://www.gomessystems.com,,Agriculture,Open - Not Contacted,,,,230 Avenue Foch,Sao Paulo,,01000-000,Brazil,,,,No,,
,Noah,Kelly,Kelly Energy Pty Ltd,,noah.kelly@kellyenergy.com,,,,,,,Open - Not Contacted,,,,122 Hauptstrasse,,,,Australia,GC3000 series,,,Yes,,
Mr.,Alexander,Walker,AWalker Partners Ltd.,Owner,alexander.walker@awalkerpartners.com,+12 385273750,+396 331448964,,https://www.awalkerpartners.com,,,Open - Not Contacted,Cold,1000,,103 Boulevard Central,Melbourne,,3000,Australia,GC3000 series,,,,,
Prof.,Michael,Smith,MSmith Group Corp.,Head of Procurement,michael.smith@msmithgroup.com,+239 990801586,+204 966306997,,,,Energy,Open - Not Contacted,,50,,98 Main Street,Philadelphia,,19101,United States,GC1020 series,,,No,,
Dr.,Lisa,Miller,LMiller Enterprises LLC,,lisa.miller@lmillerenterprises.com,+288 758991556,+578 489487366,,https://www.lmillerenterprises.com,,Transportation,Working - Contacted,Warm,,5000000,78 Industrial Ave,San Diego,,92101,United States,GC1020 series,,,No,,
Ms.,Mathieu,Bernard,Bernard Energy SAS Strasb,Procurement Director,mathieu.bernard@bernardenergystrasb.com,,,,,Other,,Open - Not Contacted,Warm,,,,Strasbourg,,67000,France,GC5000 series,,,,5,
,,Miller,JMiller Industries LLC,,contact@jmillerindustries.com,,,,https://www.jmillerindustries.com,Purchased List,Media,Open - Not Contacted,Cold,,,,San Diego,,92101,United States,GC5000 series,,7841,Yes,,
Mr.,Aristide,Yao,Yao Technologies SARL,Managing Director,aristide.yao@yaotechnologies.com,+660 163389592,,,,Web,Telecommunications,Open - Not Contacted,Cold,,,,Yamoussoukro,,,Cote d'Ivoire,GC5000 series,,,,,
Ms.,Marie,Laurent,MLaurent Group SA Bordea,Managing Director,marie.laurent@mlaurentgroupbordea.com,+742 625130984,+911 668602595,,https://www.mlaurentgroup.com,Partner Referral,Chemicals,Closed - Not Converted,Hot,1000,5000000,,Bordeaux,,,France,,,,,2,Downloaded product catalog from website.
,Ana,Pereira,Pereira Partners Ltda.,Buyer,ana.pereira@pereirapartners.com,+830 414871204,,,,Phone Inquiry,Biotechnology,Open - Not Contacted,Warm,,,235 Market Street,Curitiba,,80000-000,Brazil,GC1000 series,,,,,
Prof.,Susan,Jones,SJones Corp Corp.,Buyer,susan.jones@sjonescorp.com,+142 976238574,+49 230514014,,,Web,Transportation,Open - Not Contacted,Cold,,120000,,Dallas,,75201,United States,GC1000 series,,,Yes,,
,Jack,Williams,JWilliams Systems Pty Ltd,Sales Director,jack.williams@jwilliamssystems.com,+926 933022123,+421 131254514,,,Partner Referral,Communications,Open - Not Contacted,,,,,,,6000,Australia,GC3000 series,,,,,
Ms.,Jessica,Gonzalez,Gonzalez Group Inc.,Buyer,jessica.gonzalez@gonzalezgroup.com,+866 823383077,,,,Phone Inquiry,Government,Open - Not Contacted,,,2500000,82 Calle Mayor,Dallas,,75201,United States,,,,,,
Dr.,Ana,Pereira,APereira Innovations Ltda.,Supply Chain Manager,ana.pereira@apereirainnovations.com,+585 575264320,+253 739658559,,,,,Open - Not Contacted,Hot,,,60 Main Street,Curitiba,,80000-000,Brazil,GC1020 series,,,No,20,
Mrs.,Jennifer,Hernandez,JHernandez Services Corp.,Supply Chain Manager,jennifer.hernandez@jhernandezservices.com,+361 892861016,+690 592474715,,,Phone Inquiry,Engineering,Open - Not Contacted,,,,,Chicago,,60601,United States,,,,No,5,
Ms.,Ethan,Anderson,Anderson Industries Pty Ltd,,ethan.anderson@andersonindustries.com,,,,,,,Working - Contacted,Cold,80,,245 Rue de la Paix,Sydney,,2000,Australia,GC1000 series,,,,2,
Dr.,Adriana,Lopez,Lopez Services S.A. de C.V.,Procurement Director,adriana.lopez@lopezservices.com,+834 243390704,+42 443553891,,,Phone Inquiry,,Open - Not Contacted,,,,179 Rue de la Paix,Monterrey,,64000,Mexico,GC1000 series,,,No,,
,Meera,Reddy,Reddy Partners Ltd.,,meera.reddy@reddypartners.com,,,,https://www.reddypartners.com,Web,,Open - Not Contacted,,,,,Chennai,,600001,India,,,,Yes,,Downloaded product catalog from website.
Ms.,Yao,Camara,YCamara Innovations SARL,,yao.camara@ycamarainnovations.com,+569 465314483,+610 547450576,,,Web,,Working - Contacted,,500,1000000,198 Rue Victor Hugo,Abidjan,,01000,Cote d'Ivoire,GC1020 series,,,No,5,
Prof.,,White,White Partners Ltd.,Plant Manager,contact@whitepartners.com,,+867 144810342,,,,Utilities,Open - Not Contacted,,,500000,43 Business Park Way,Perth,,,Australia,GC1020 series,,4738,No,,
Mrs.,Akissi,Bakayoko,ABakayoko Solutions SA,Managing Director,akissi.bakayoko@abakayokosolutions.com,+29 241349369,+86 272102504,,,Web,Hospitality,Working - Contacted,,,250000,,Abidjan,,01000,Cote d'Ivoire,,,,Yes,,
,Neha,Nair,NNair Services Ltd.,,neha.nair@nnairservices.com,+329 848561390,,,https://www.nnairservices.com,Web,,Open - Not Contacted,,12,,51 Rua Augusta,Chennai,,600001,India,,Other Corp X100,,No,,Downloaded product catalog from website.
,Elizabeth,Gonzalez,Gonzalez Enterprises Inc.,Managing Director,elizabeth.gonzalez@gonzalezenterprises.com,,+85 720593403,,,Partner Referral,Communications,Open - Not Contacted,,2500,,,Chicago,,,United States,GC1020 series,,,,10,
Ms.,Michael,Taylor,Taylor Systems Corp.,,michael.taylor@taylorsystems.com,,,,,Purchased List,Food & Beverage,Open - Not Contacted,,,120000,,Philadelphia,,,United States,,In-house legacy unit,,,,Follow up after product demo webinar.
Ms.,Antoine,Lefebvre,Lefebvre Innovations SARL Strasb,,antoine.lefebvre@lefebvreinnovationsstrasb.com,+843 477699945,,+560 138128942,https://www.lefebvreinnovations.com,Other,Technology,Open - Not Contacted,,,10000000,71 Via Roma,Strasbourg,,,France,GC1000 series,,,No,2,
Prof.,Alexander,Wilson,AWilson Energy Inc.,,alexander.wilson@awilsonenergy.com,+885 431659959,,,https://www.awilsonenergy.com,Phone Inquiry,Hospitality,Open - Not Contacted,,500,,62 Market Street,,,K1P 1J1,Canada,,,,No,,
,Chloe,Bouchard,CBouchard Partners Ltd.,CEO,chloe.bouchard@cbouchardpartners.com,,+823 329237874,,,Web,Telecommunications,Open - Not Contacted,,1000,,,Montreal,,H2Y 1C6,Canada,GC3000 series,,,,,
,Lisa,Williams,LWilliams Consulting LLC,Operations Manager,lisa.williams@lwilliamsconsulting.com,,,,,,Transportation,Open - Not Contacted,,,250000,,,,,United States,,,,No,,
,Jose,Flores,JFlores Group S.A. de C.V.,CTO,,,+127 387364623,,,Partner Referral,Communications,Working - Contacted,,,,,Guadalajara,,44100,Mexico,,,,No,,Requested a quote via website contact form.
,Yao,Bamba,YBamba Power SARL,Head of Procurement,yao.bamba@ybambapower.com,,+328 255266351,,,Partner Referral,,Open - Not Contacted,,,,73 Avenue Foch,,,20000,Cote d'Ivoire,,,,Yes,,
Prof.,Vijay,Singh,VSingh Consulting Ltd.,Head of Procurement,vijay.singh@vsinghconsulting.com,+17 530090581,,,https://www.vsinghconsulting.com,,,Open - Not Contacted,,250,,,Mumbai,,400001,India,,,6914,No,,
,Oliver,Thompson,OThompson Systems Pty Ltd,General Manager,oliver.thompson@othompsonsystems.com,+18 664430657,,,,Purchased List,,Open - Not Contacted,,,,109 Market Street,,,,Australia,GC3000 series,,1722,,,
Ms.,Ana,Araujo,Araujo Services S.A.,Owner,ana.araujo@araujoservices.com,,+729 946186255,+522 494647699,,Purchased List,Transportation,Open - Not Contacted,,5,,,Sao Paulo,,01000-000,Brazil,,,,Yes,,
Ms.,Richard,Miller,Miller Global Inc.,Sales Director,richard.miller@millerglobal.com,+34 448668783,,,,Partner Referral,,Open - Not Contacted,,,120000,39 Innovation Drive,Dallas,,75201,United States,GC3000 series,,,No,,
,Olivia,Roy,Roy Consulting Ltd.,COO,olivia.roy@royconsulting.com,,,,https://www.royconsulting.com,Partner Referral,,Open - Not Contacted,Warm,,,7 Industrial Ave,,,,Canada,GC5000 series,,,,,
Mrs.,Linda,Lopez,Lopez Industries Inc.,President,linda.lopez@lopezindustries.com,+73 140728046,+33 619510312,,https://www.lopezindustries.com,Other,Utilities,Open - Not Contacted,,,120000,106 Via Roma,San Antonio,,78201,United States,,In-house legacy unit,,,2,
Mrs.,Sandrine,Simon,SSimon Dynamics SA Bordea,Buyer,sandrine.simon@ssimondynamicsbordea.com,+390 588420719,,,https://www.ssimondynamics.com,,Retail,Open - Not Contacted,,5,250000,103 Commerce Blvd,Bordeaux,,,France,GC5000 series,,,Yes,,Attended regional partner event.
Prof.,Amelia,Martin,Martin Industries Ltd.,Operations Manager,amelia.martin@martinindustries.com,+520 668742783,,,https://www.martinindustries.com,Other,Utilities,Open - Not Contacted,,25,,,Perth,,,Australia,,,,No,,
Ms.,Jennifer,Jackson,JJackson Global Inc.,,jennifer.jackson@jjacksonglobal.com,+855 631831063,,,https://www.jjacksonglobal.com,,,Open - Not Contacted,,,10000000,237 Boulevard Central,San Antonio,,,United States,GC1000 series,,,No,20,
Ms.,Sarah,Garcia,Garcia Systems Inc.,Buyer,sarah.garcia@garciasystems.com,+635 266267415,,,https://www.garciasystems.com,Partner Referral,Retail,Open - Not Contacted,,120,,160 Zone Industrielle,,,90001,United States,GC3000 series,,,Yes,,
,Jack,Johnson,JJohnson Solutions Ltd.,,jack.johnson@jjohnsonsolutions.com,+485 923943515,+30 333744145,,https://www.jjohnsonsolutions.com,Web,Biotechnology,Open - Not Contacted,Cold,50,,173 Park Lane,,,,Canada,,,7605,Yes,1,
Mr.,William,Wilson,Wilson Energy Corp.,President,,,,,https://www.wilsonenergy.com,Phone Inquiry,,Open - Not Contacted,Hot,,,179 Boulevard Central,San Diego,,92101,United States,GC1000 series,,,,20,
,Gustavo,Martins,GMartins Dynamics Ltda.,VP Sales,gustavo.martins@gmartinsdynamics.com,+61 229821270,+460 330042306,,https://www.gmartinsdynamics.com,Partner Referral,,Working - Contacted,,,,,Belo Horizonte,,30000-000,Brazil,GC5000 series,,5131,No,,
Ms.,William,Wilson,WWilson Consulting Ltd.,CEO,william.wilson@wwilsonconsulting.com,+121 672579321,,,,Web,,Open - Not Contacted,,2500,,,Toronto,,M5H 2N2,Canada,GC5000 series,,,,,
Prof.,Karen,Lopez,KLopez Global Corp.,President,karen.lopez@klopezglobal.com,,,,https://www.klopezglobal.com,,Manufacturing,Open - Not Contacted,Hot,,,,,,60601,United States,GC1020 series,,,,,
Dr.,Sarah,Martinez,SMartinez Dynamics Inc.,,sarah.martinez@smartinezdynamics.com,,+583 564502486,,https://www.smartinezdynamics.com,Purchased List,,Open - Not Contacted,,,,204 Market Street,Houston,,77001,United States,,GC1000 series (old model),,Yes,1,"Existing customer, expansion opportunity."
Dr.,,Gonzalez,LGonzalez Partners LLC,President,,+697 721501669,,,https://www.lgonzalezpartners.com,Partner Referral,Electronics,Working - Contacted,,,1000000,70 Main Street,San Diego,,92101,United States,,,6798,,,
